Date,ETH-USD_Open,ETH-USD_High,ETH-USD_Low,ETH-USD_Close,ETH-USD_Volume,Volatility,MA_7,MA_30,Daily_Return,Sentiment_Score,Sentiment_Category,Price_Up
11/24/2017,412.5010070800781,480.9729919433594,402.7579956054688,474.9110107421875,2292829952,0.1646940049161142,384.9797145298549,400.0820027669271,0.1578507920831342,0.2620975655430712,High,TRUE
11/25/2017,475.6759948730469,485.1919860839844,461.0530090332031,466.2760009765625,1422080000,0.05176971793578242,401.9317147391183,400.0820027669271,-0.018182374,0.2970959349593496,High,FALSE
11/26/2017,465.9739990234375,472.7229919433594,451.6059875488281,471.3299865722656,1197779968,0.04480301486460491,418.6380004882812,400.0820027669271,0.01083904293834159,0.19795719844357976,Neutral,TRUE
11/27/2017,471.531005859375,493.4049987792969,468.4849853515625,480.3550109863281,1396480000,0.05187832510910071,434.8701433454241,400.0820027669271,0.01914799539850365,0.18565754189944134,Neutral,TRUE
11/28/2017,480.5180053710938,482.4800109863281,466.3469848632812,472.9020080566406,1346499968,0.034114945270257,450.9417157854353,400.0820027669271,-0.015515614,0.2498245197740113,High,FALSE
11/29/2017,473.281005859375,522.3070068359375,425.0710144042969,427.5230102539062,2675940096,0.2274403718618376,457.6375732421875,400.0820027669271,-0.095958564,0.17886487294469358,Neutral,FALSE
11/30/2017,431.2149963378906,465.4970092773438,401.2430114746094,447.114013671875,1903040000,0.1437083066912967,462.9158630371094,400.0820027669271,0.04582444207233127,0.2219057657657658,High,TRUE
12/1/2017,445.2090148925781,472.6090087890625,428.31201171875,466.5400085449219,1247879936,0.09494790641529141,461.7200055803572,400.0820027669271,0.04344751960134952,0.2657390243902439,High,TRUE
12/2/2017,466.8510131835938,476.239013671875,456.6530151367188,463.4490051269531,943649984,0.04226138867164247,461.3161490304129,400.0820027669271,-0.006625377,0.21995874524714829,High,FALSE
12/3/2017,463.7049865722656,482.8139953613281,451.8519897460938,465.8529968261719,990556992,0.06646303839661133,460.5337219238281,400.0820027669271,0.005187176307693608,0.2020583135391924,High,TRUE
12/4/2017,466.0539855957031,474.7770080566406,453.31201171875,470.2040100097656,1005550016,0.04565038979026321,459.0835789271763,400.0820027669271,0.009339884498408058,0.1674754114230397,Neutral,TRUE
12/5/2017,470.2940063476562,473.5580139160156,457.6600036621094,463.281005859375,1216720000,0.03431612790689709,457.7091500418527,400.0820027669271,-0.014723405,0.1711385593220339,Neutral,FALSE
12/6/2017,462.60400390625,462.7080078,420.2099914550781,428.5880126953125,1998259968,0.09915820111290452,457.8612932477678,400.0820027669271,-0.074885421,0.17372489451476794,Neutral,FALSE
12/7/2017,426.3689880371094,441.3970031738281,414.4110107421875,434.4079895019531,2129570048,0.06212130781153438,456.046146937779,400.0820027669271,0.01357942040898408,0.19115478645066275,Neutral,TRUE
12/8/2017,434.989013671875,466.06201171875,422.3670043945312,456.031005859375,2336379904,0.09581586945360665,454.5448608398438,400.0820027669271,0.04977582567533467,0.23797409420289858,High,TRUE
12/9/2017,457.343994140625,504.1470031738281,456.2529907226562,473.5020141601562,2003849984,0.1011484872691003,455.9810049874442,405.1692698160807,0.03831100972587964,0.20235889101338433,High,TRUE
12/10/2017,472.7890014648438,472.7890014648438,429.5140075683594,441.7210083007812,1404179968,0.09796906437154825,452.5335780552455,409.9182037353515,-0.067119051,0.15754589707927677,Neutral,FALSE
12/11/2017,440.3580017089844,516.968994140625,439.10400390625,515.135986328125,1771440000,0.1511542433472654,458.9524318150112,416.6000366210938,0.16620214263695,0.20937013142174432,High,TRUE
12/12/2017,522.2860107421875,657.3179931640625,504.4939880371094,651.4310302734375,5179829760,0.2345973679866085,485.8310067313058,428.0508046468099,0.2645807079346558,0.18466259894459106,Neutral,TRUE
12/13/2017,644.906005859375,747.9929809570312,597.7979736328125,702.7670288085938,4524539904,0.2137194847897823,524.9994376046317,440.9191721598307,0.07880496345654286,0.18398868552412648,Neutral,TRUE
12/14/2017,700.593994140625,753.1209716796875,664.989013671875,695.8159790039062,3821580032,0.1266598650608421,562.3434361049107,452.8586710611979,-0.009890973,0.18574,Neutral,FALSE
12/15/2017,696.3759766,697.1320190429688,621.0609741210938,684.447998046875,2758710016,0.1111421833929672,594.9744349888393,464.5617045084635,-0.016337626,0.19858663316582917,Neutral,FALSE
12/16/2017,686.1920166015625,718.385009765625,680.7860107421875,696.2089844,2165690112,0.05400533441433657,626.7897164481027,476.7378702799479,0.01718317003144998,0.14940911602209944,Neutral,TRUE
12/17/2017,696.2369995117188,735.8250122070312,696.2369995117188,719.9749755859375,2147389952,0.0549852620406627,666.540283203125,489.6572357177735,0.03413628916649603,0.2078354599406528,High,TRUE
12/18/2017,721.7319946289062,803.927978515625,689.2310180664062,794.64501953125,3249230080,0.1443373552090931,706.4701450892857,504.5583363850911,0.1037119989962758,0.189070892494929,Neutral,TRUE
12/19/2017,793.9010009765625,881.9439697265625,785.3419799804688,826.822998046875,4096549888,0.1168351509020521,731.526140485491,520.3062367757161,0.04049352569353082,0.21224913127413125,High,TRUE
12/20/2017,827.5159912109375,845.06201171875,756.0040283203125,819.0859985351562,3969939968,0.1087284895086813,748.1431361607143,535.3847696940104,-0.009357504,0.196752849002849,Neutral,FALSE
12/21/2017,820.2360229492188,880.5430297851562,792.6890258789062,821.06298828125,3569060096,0.1070003217294654,766.0355660574777,550.7401692708333,0.002413653449856668,0.20925711086226204,High,TRUE
12/22/2017,822.6430053710938,827.6829833984375,543.7620239257812,674.8599853515625,4977710080,0.4207109113525972,764.6658499581473,560.5471018473307,-0.178065514,0.17197986425339365,Neutral,FALSE
12/23/2017,681.3159790039062,763.89501953125,679.7310180664062,719.3870239257812,2480339968,0.1169940500254657,767.9769984654018,570.8544698079427,0.0659796691768928,0.23614255319148936,High,TRUE
12/24/2017,721.7689819335938,721.7689819335938,614.9219970703125,694.1480102539062,2300549888,0.1539253635895299,764.2874319893973,578.1623697916667,-0.035084055,0.2568172804532578,High,FALSE
12/25/2017,698.8699951171875,782.52099609375,698.8699951171875,765.8339844,2491760128,0.1092286352959779,760.1715698242188,588.147635904948,0.1032718859121593,0.23603947368421052,High,TRUE
12/26/2017,763.3699951171875,786.7899780273438,760.9349975585938,773.8359985351562,2201159936,0.03341144702196919,752.6019984654018,598.2311696370442,0.01044875824711111,0.231261482381531,High,TRUE
12/27/2017,774.969970703125,789.2529907226562,738.4130249023438,762.8419799804688,2100029952,0.0666454746258382,744.567138671875,607.647401936849,-0.014207169,0.16994878892733564,Neutral,FALSE
12/28/2017,762.2080078,763.3189697265625,701.18701171875,737.0230102539062,2389149952,0.08430124588160129,732.5614275251116,616.4514353434245,-0.033845764,0.19361109510086455,Neutral,FALSE
12/29/2017,740.3889770507812,770.1170043945312,729.6079711914062,753.5919799804688,2648969984,0.05375459702235007,743.808855329241,627.3204010009765,0.02248093953112051,0.18681864734299516,Neutral,TRUE
12/30/2017,753.8150024414062,753.8150024414062,685.2310180664062,717.2570190429688,3187780096,0.0956198162640655,743.5045689174107,636.3251678466797,-0.048215695,0.25446072463768116,High,FALSE
12/31/2017,712.2119750976562,760.3480224609375,710.1190185546875,756.7329711914062,2554269952,0.06637612713923258,752.4452776227679,645.9982666015625,0.05503738701798966,0.3857439169139466,High,TRUE
1/1/2018,755.7570190429688,782.530029296875,742.0040283203125,772.6409912109375,2595760128,0.05245126965506618,753.417707170759,656.3046661376953,0.02102197290873353,0.2576592481203008,High,TRUE
1/2/2018,772.3460083007812,914.8300170898438,772.3460083007812,884.4439697265625,5783349760,0.1611000964064612,769.2188459123884,670.2576985677083,0.1447023647300922,0.2122248190279214,High,TRUE
1/3/2018,886,974.4710083007812,868.4509887695312,962.719970703125,5093159936,0.1101255014517025,797.7728445870536,686.674897257487,0.08850306368278194,0.2503016877637131,High,TRUE
1/4/2018,961.7130126953125,1045.079956054688,946.0859985351562,980.9219970703125,6502859776,0.1009192961470878,832.6155569893973,703.9295969645183,0.01890687522966172,0.17857497857754925,Neutral,TRUE
1/5/2018,975.75,1075.390014648438,956.3250122070312,997.719970703125,6683149824,0.1193370945131005,867.490984235491,722.9006622314453,0.01712467829550413,0.20520026833631486,High,TRUE
1/6/2018,995.1539916992188,1060.7099609375,994.6220092773438,1041.680053710938,4662219776,0.06344361824412488,913.8371320452009,743.1430643717448,0.04406054233517342,0.19981296089385475,Neutral,TRUE
1/7/2018,1043.010009765625,1153.170043945312,1043.010009765625,1153.170043945312,5569880064,0.09552800539528347,970.4709995814732,766.3810323079427,0.1070290151349218,0.24656112266112265,High,TRUE
1/8/2018,1158.260009765625,1266.930053710938,1016.049987792969,1148.530029296875,8450970112,0.2184357914190164,1024.16943359375,788.8819661458333,-0.004023704,0.23651724137931035,High,FALSE
1/9/2018,1146,1320.97998046875,1145.489990234375,1299.739990234375,7965459968,0.1350193050555672,1083.497436523438,817.4825988769531,0.1316552089021739,0.2048575801749271,High,TRUE
1/10/2018,1300.339965820312,1417.380004882812,1226.599975585938,1255.819946289062,9214950400,0.1519167057830444,1125.368861607143,842.1720642089844,-0.033791408,0.15220715819613456,Neutral,FALSE
1/11/2018,1268.089965820312,1337.300048828125,1135.170043945312,1154.930053710938,7235899904,0.1750149320587367,1150.227155412946,858.9553649902343,-0.080337864,0.2015354505169867,High,FALSE
1/12/2018,1158.2900390625,1296.0400390625,1120.089965820312,1273.199951171875,5222300160,0.1381951617891915,1189.581438337054,877.969795735677,0.1024043811838826,0.23773413978494626,High,TRUE
1/13/2018,1270.469970703125,1432.880004882812,1270.469970703125,1396.420043945312,5746760192,0.1163045710235075,1240.258579799107,901.3232645670573,0.09677984409284912,0.25199963144963144,High,TRUE
1/14/2018,1397.47998046875,1400.56005859375,1286.2099609375,1366.77001953125,4841630208,0.08366447611681424,1270.77286202567,924.0673319498698,-0.021232884,0.2614667840375587,High,FALSE
1/15/2018,1365.2099609375,1390.589965820312,1290.599975585938,1291.920043945312,4781100032,0.07739642302399849,1291.257149832589,943.9243672688802,-0.054764133,0.18141407907425264,Neutral,FALSE
1/16/2018,1292.630004882812,1292.630004882812,875.5449829101562,1053.68994140625,8405139968,0.3958327830443327,1256.107142857143,955.0481994628906,-0.184400036,0.16411071190951432,Neutral,FALSE
1/17/2018,1061.339965820312,1090.22998046875,780.9219970703125,1014.25,8545160192,0.3049622710361721,1221.597150530134,962.3683654785157,-0.03743031,0.15785620437956205,Neutral,FALSE
1/18/2018,1016.440002441406,1100.31005859375,967.7589721679688,1036.280029296875,5938319872,0.1279104900976605,1204.647147042411,969.3502665201823,0.02172051200086278,0.1770279046673287,Neutral,TRUE
1/19/2018,1028.819946289062,1093.219970703125,1003.710021972656,1039.099975585938,4084450048,0.08614180621070193,1171.204293387277,976.6840657552083,0.002721220335565322,0.2317214111922141,High,TRUE
1/20/2018,1044.949951171875,1167.109985351562,1044.949951171875,1155.150024414062,3975190016,0.1057525270292501,1136.737147739955,987.8203002929688,0.1116832369885146,0.20283888182973314,High,TRUE
1/21/2018,1155.680053710938,1155.680053710938,1021.5,1049.579956054688,3378089984,0.1278416693620115,1091.424281529018,1000.310965983073,-0.091390786,0.17749499417927822,Neutral,FALSE
1/22/2018,1055.349975585938,1089.099975585938,930.7410278320312,1003.260009765625,3810099968,0.1578443735546695,1050.187133789062,1009.773398844401,-0.044131889,0.21616765873015872,High,FALSE
1/23/2018,1004.169982910156,1023.22998046875,920.5399780273438,986.22900390625,3556699904,0.1041238921535184,1040.549857003348,1019.509431966146,-0.016975665,0.20420289179104475,High,FALSE
1/24/2018,987.4769897460938,1062.43994140625,965.8079833984375,1058.780029296875,3944039936,0.0912672654696602,1046.911289760045,1029.274300130208,0.07356407599377568,0.23372821535393817,High,TRUE
1/25/2018,1063.219970703125,1104.660034179688,1034.739990234375,1056.030029296875,4050190080,0.06621028001624826,1049.732718331473,1038.680767822266,-0.002597329,0.21288137802607077,High,FALSE
1/26/2018,1052.699951171875,1080.599975585938,996.7839965820312,1055.170043945312,3617690112,0.07943362255671728,1052.028442382812,1048.425036621094,-0.000814357,0.16724371807967314,Neutral,FALSE
1/27/2018,1055.75,1121.97998046875,1042.119995117188,1107.069946289062,3002870016,0.07213635020917654,1045.159859793527,1060.759934488932,0.04918629242893857,0.19189769820971866,Neutral,TRUE
1/28/2018,1111.780029296875,1257.77001953125,1111.780029296875,1246.010009765625,5372329984,0.117165985096569,1073.221296037946,1077.173868815104,0.1255025158458098,0.20442317708333332,High,TRUE
1/29/2018,1246.699951171875,1256.699951171875,1169.079956054688,1182.359985351562,3715079936,0.07410602202605342,1098.807006835937,1092.677301025391,-0.051083076,0.227266406,High,FALSE
1/30/2018,1184.130004882812,1184.630004882812,1058.969970703125,1071.130004882812,4107859968,0.1173153899217257,1110.935721261161,1103.157202148438,-0.094074547,0.20156494201605707,High,FALSE
1/31/2018,1071.089965820312,1128.660034179688,1034.5,1118.31005859375,3757560064,0.08419850421276913,1119.440011160714,1114.679504394531,0.04404699102430598,0.16362748898678414,Neutral,TRUE
2/1/2018,1119.369995117188,1161.349975585938,984.8189697265625,1036.7900390625,5261680128,0.1702668806685302,1116.691441127232,1119.757706705729,-0.072895722,0.16008504233301976,Neutral,FALSE
2/2/2018,1035.77001953125,1035.77001953125,757.97998046875,915.7849731445312,6713290240,0.3033354414067881,1096.779288155692,1118.193206787109,-0.116711254,0.19392088888888886,Neutral,FALSE
2/3/2018,919.2109985351562,991.9429931640625,847.6900024414062,964.0189819335938,3243480064,0.1496370853956827,1076.343436104911,1117.629772949219,0.05266957878053113,0.24166042857142855,High,TRUE
2/4/2018,964.6669922,969.031982421875,805.0640258789062,834.6820068359375,2997090048,0.1964436218824563,1017.582292829241,1112.195174153646,-0.134164345,0.2330533742331288,High,FALSE
2/5/2018,834.9580078,856.64599609375,644.5989990234375,697.9509887695312,4269530112,0.3038135921895399,948.3810076032366,1100.737538655599,-0.163812107,0.1726007114624506,Neutral,FALSE
2/6/2018,707.7369995117188,796.4390258789062,574.4190063476562,793.1220092773438,6518269952,0.2799317342530242,908.6655796595982,1088.735938,0.1363577415021597,0.23681724470134877,High,TRUE
2/7/2018,790.427978515625,851.2000122070312,723.4329833984375,757.0679931640625,3896179968,0.1687655930012427,857.0595703,1075.68720296224,-0.045458348,0.22615013979496737,High,FALSE
2/8/2018,755.843017578125,845.0859985351562,755.843017578125,817.8070068359375,3708189952,0.1091247448494098,825.7762799944196,1059.622770182292,0.08022927163784144,0.25659030439684327,High,TRUE
2/9/2018,818.47998046875,884.0040283203125,788.8339844,883.864990234375,2495820032,0.1076748655018864,821.2162824358259,1047.224271647135,0.08077453830337444,0.23817544052863435,High,TRUE
2/10/2018,882.4669799804688,917.4000244140625,825.5770263671875,860.4149780273438,2930530048,0.1067194323573908,806.4157104492188,1037.407102457682,-0.026531215,0.21046938483547925,High,FALSE
2/11/2018,859.2880249023438,859.2880249023438,788.2219848632812,814.6599731445312,2486650112,0.08723399010847739,803.555419921875,1022.122436523437,-0.053177834,0.2559012987012987,High,FALSE
2/12/2018,817.5079956054688,875.93701171875,817.5079956054688,868.7069702148438,2243450112,0.06725975284718956,827.9491315569196,1004.532000732422,0.06634301285442423,0.21860596529284165,High,TRUE
2/13/2018,869.2930297851562,870.7089844,828.8369750976562,845.2579956054688,2081170048,0.04953754888452763,835.3971296037946,987.1482666015623,-0.026992962,0.2265203373015873,High,FALSE
2/14/2018,844.2789916992188,926.4290161132812,844.2789916992188,923.5609741210938,2818370048,0.08894921582436993,859.1818411690848,974.8696309407551,0.0926379625188114,0.24987102983638113,High,TRUE
2/15/2018,923.72802734375,951.947998046875,911.1110229492188,936.9760131835938,2900100096,0.0435837999298436,876.2059849330357,970.9791666666665,0.01452534206013456,0.2913169811320755,High,TRUE
2/16/2018,934.7860107421875,950.0050048828125,917.8480224609375,944.2100219726562,2369449984,0.03405702298593718,884.8267037527902,968.6445007324218,0.007720591228886686,0.20710057526366252,High,TRUE
2/17/2018,944.7479858398438,976.594970703125,940.7540283203125,974.114990234375,2525720064,0.03679333830412471,901.069562639509,966.5723327636717,0.03167194539964835,0.18186986506746625,Neutral,TRUE
2/18/2018,973.3489990234375,982.9329833984375,915.4450073242188,923.9210205078125,2567290112,0.07304517872872456,916.6782836914062,962.7330342610676,-0.051527766,0.26555507246376814,High,FALSE
2/19/2018,921.6680297851562,957.7769775390625,921.5540161132812,943.864990234375,2169019904,0.03837726984320775,927.4151436941964,955.6901997884113,0.02158622791762088,0.2116625269978402,High,TRUE
2/20/2018,943.5670166015625,965.2650146484375,892.9539794921875,895.3709716796875,2545260032,0.08076097778845431,934.5741402762277,950.5499003092447,-0.05137813,0.21469954462659382,High,FALSE
2/21/2018,894.135009765625,912.375,830.56298828125,849.9710083007812,2531729920,0.09625270852744072,924.0612880161831,945.4402669270833,-0.050705199,0.2342566703417861,High,FALSE
2/22/2018,849.2620239257812,875.926025390625,802.6680297851562,812.844970703125,2150370048,0.09012542150823584,906.3282819475446,939.6607991536457,-0.043679181,0.2231660520607375,High,FALSE
2/23/2018,811.5850219726562,886.3179931640625,794.7910156,864.1890258789062,2334820096,0.1059108306148378,894.896711077009,933.1744323730468,0.06316586437308924,0.268547245017585,High,TRUE
2/24/2018,861.593017578125,879.531005859375,818.5499877929688,840.5150146484375,1926579968,0.07255196754803102,875.8110002790179,925.9905985514322,-0.027394483,0.270427969924812,High,FALSE
2/25/2018,839.4589844,853.14599609375,822.3809814453125,844.8099975585938,1646960000,0.03641648978746102,864.5094255719866,918.9785970052083,0.005109941922873062,0.2377980198019802,High,TRUE
2/26/2018,845.2780151367188,880.3920288085938,842.3189697265625,869.3150024414062,2044480000,0.04379662029886279,853.8594273158482,911.0534322102864,0.02900652804018566,0.2553285338015804,High,TRUE
2/27/2018,870.364990234375,896.2589721679688,867.0969848632812,878.2650146484375,2053980032,0.03320408625904427,851.4157191685268,898.7952657063801,0.01029547653255247,0.23001056994818656,High,TRUE
2/28/2018,877.9340209960938,890.1079711914062,855.1240234,855.198974609375,1963980032,0.04090737804016392,852.1625714983259,887.8898986816406,-0.026263189,0.27659328585961346,High,FALSE
3/1/2018,856.0120239257812,880.302001953125,851.9199829101562,872.2000122070312,1868519936,0.03254072305175777,860.641863141741,881.2588989257813,0.01987962813615596,0.25549459757442117,High,TRUE
3/2/2018,871.7639770507812,876.3779907226562,852.4219970703125,856.85302734375,1894419968,0.02795811287101066,859.5938633510044,872.5436645507813,-0.017595717,0.24611355263157894,High,FALSE
3/3/2018,856.7109985351562,868.4539794921875,855.2069702148438,857.2249755859375,1699369984,0.01545336364971056,861.9810006277902,866.5581624348958,0.0004340863955869523,0.23953344370860927,High,TRUE
3/4/2018,856.1859741210938,867.9500122070312,840.280029296875,866.677978515625,1697939968,0.03192648664910943,865.104997907366,864.9212626139323,0.01102744693506641,0.18607048710601717,Neutral,TRUE
3/5/2018,866.8460083007812,869.9199829101562,853.52001953125,853.6840209960938,1898489984,0.01921081216885199,862.8720005580357,861.2434305826823,-0.014992832,0.26720553278688525,High,FALSE
3/6/2018,853.8170166015625,853.8170166015625,809.9310302734375,816.9509887695312,1943069952,0.05371924011527894,854.1128540039062,860.6523966471354,-0.043028839,0.21254039215686274,High,FALSE
3/7/2018,816.27099609375,825.6069946289062,726.5469970703125,752.8309936523438,2175419904,0.1315833147065402,839.4888567243304,862.4817301432291,-0.078486955,0.23563597497393116,High,FALSE
3/8/2018,752.5700073242188,773.7670288085938,696.1690063476562,704.5960083007812,1891640064,0.1101312263293608,815.545427594866,859.5308634440104,-0.064071466,0.26508282485875706,High,FALSE
3/9/2018,702.197021484375,729.156005859375,648.1069946289062,728.9160156,2233019904,0.1111911516458783,797.2687116350446,858.5924641927083,0.03451624340431536,0.259426150392817,High,TRUE
3/10/2018,730.1599731445312,748.031005859375,682.6950073242188,686.8900146484375,1532960000,0.09511857377719543,772.9351457868304,854.228564453125,-0.057655478,0.21474884080370943,High,FALSE
3/11/2018,685.31201171875,735.8309936523438,668.1229858398438,723.3389892578125,1562680064,0.09360480883516636,752.4581473214286,848.8776977539062,0.05306377124732298,0.2590267071320182,High,TRUE
3/12/2018,724.406005859375,742.5139770507812,683.2680053710938,699.8309936523438,1764999936,0.08465754191664056,730.4791434151786,843.5248982747396,-0.032499279,0.23474465161923455,High,FALSE
3/13/2018,698.1530151367188,713.7349853515625,682.3499755859375,690.8270263671875,1425959936,0.04543106822364428,712.4614345005581,839.3971333821614,-0.012865917,0.25436666666666663,High,FALSE
3/14/2018,691.218994140625,702.7839965820312,594.0999755859375,614.2910156,1810560000,0.1769259491537818,692.6700090680804,830.9166016,-0.110788964,0.19684831460674157,Neutral,FALSE
3/15/2018,614.8389892578125,620.6160278320312,579.5050048828125,611.3040161132812,1770460032,0.06725135426167465,679.3425816127232,823.1181355794271,-0.004862515,0.30929805194805193,High,FALSE
3/16/2018,611.7780151367188,623.1680297851562,587.8619995117188,601.6660156,1417350016,0.05868044622191636,661.1640101841518,812.3883036295573,-0.015766297,0.2638364316239316,High,FALSE
3/17/2018,601.677978515625,609.1510009765625,549.0960083007812,552.7789916992188,1267810048,0.108641959223477,642.0052926199777,799.5817362467448,-0.081252759,0.29167097701149425,High,FALSE
3/18/2018,551.6400146484375,551.6400146484375,460.0880126953125,538.6439819335938,2685499904,0.1699675574662076,615.6202915736607,786.0628682454427,-0.025570816,0.22184590964590964,High,FALSE
3/19/2018,546.6259766,558.0999755859375,519.1229858398438,556.7260131835938,2046790016,0.07001108053709744,595.1767229352679,772.14990234375,0.03356954102613408,0.21461340482573726,High,TRUE
3/20/2018,556.7219848632812,567.0900268554688,521.2039794921875,557.1749877929688,1833680000,0.08235482275512926,576.0835745675223,759.9250345865886,0.0008064552378423961,0.2531021367521368,High,TRUE
3/21/2018,559.0999755859375,589.6069946289062,550.572021484375,561.7319946289062,1781270016,0.06949038601641108,568.5751429966518,747.1872680664062,0.008178771365865423,0.2539459490740741,High,TRUE
3/22/2018,562.10302734375,577.5659790039062,523.0889892578125,539.7020263671875,1523459968,0.1009390127970915,558.3462873186384,735.3316365559896,-0.039217934,0.2532021126760563,High,FALSE
3/23/2018,539.864013671875,540.4869995117188,512.1270141601562,539.6190185546875,1596349952,0.05255557046065894,549.4824305943081,724.9865702311198,-0.000153803,0.2724867441860465,High,FALSE
3/24/2018,542.572021484375,545.3820190429688,526.0800170898438,526.4390258789062,1300009984,0.03666521858044189,545.7195783342634,715.4397054036458,-0.024424626,0.2925275968992248,High,FALSE
3/25/2018,522.7030029296875,535.8209838867188,515.6589965820312,524.2869873046875,1151170048,0.03845601320059167,543.6685791015625,704.1096374511719,-0.004087916,0.2944247838616715,High,FALSE
3/26/2018,524.2869873046875,526.3790283203125,470.4400024414062,489.9509887695312,1638880000,0.1141726971903705,534.1292898995536,692.424169921875,-0.065490846,0.23608977135980744,High,FALSE
3/27/2018,489.5899963378906,491.4590148925781,449.9710083007812,450.1159973144531,1617939968,0.09217181090947367,518.8351484026227,679.2677032470704,-0.081304033,0.2311758579881657,High,FALSE
3/28/2018,450.2909851074219,466.2109985351562,444.8609924316406,446.2789916992188,1514179968,0.04784004288937032,502.3418622698103,665.1665028889973,-0.008524482,0.27306280814576633,High,FALSE
3/29/2018,448.0750122070312,450.81298828125,385.81298828125,385.9679870605469,1970230016,0.1684077492929574,480.3798566545759,648.756601969401,-0.135141931,0.2140402885682575,High,FALSE
3/30/2018,385.9049987792969,409.9289855957031,368.6329956054688,394.6449890136719,1878130048,0.1046408573270993,459.6692810058594,633.4048024495443,0.02248114414671343,0.24475357142857143,High,TRUE
3/31/2018,395.0039978027344,418.4679870605469,392.9530029296875,396.4570007324219,1323920000,0.06435750682601778,441.1004202706473,617.5467020670573,0.004591498103849512,0.2409411149825784,High,TRUE
4/1/2018,397.2539978027344,400.5280151367188,363.8049926757812,379.6069946289062,1256930048,0.09673958325461593,420.4318498883928,601.6385009765625,-0.042501472,0.28442921985815606,High,FALSE
4/2/2018,379.6990051269531,395.1709899902344,377.5929870605469,386.4249877929688,1102259968,0.04548878433064762,405.6424211774553,585.9451680501302,0.01796066263406892,0.2271095923261391,High,TRUE
4/3/2018,387.31201171875,418.9679870605469,383.5320129394531,416.8930053710938,1363399936,0.08500016470545174,400.8962794712612,570.9523356119792,0.07884587834793066,0.21346139315230225,High,TRUE
4/4/2018,416.4849853515625,417.4719848632812,375.3099975585938,380.5429992675781,1287730048,0.110794279190093,391.5054234095982,555.1809682210286,-0.08719265,0.25190093708165995,High,FALSE
4/5/2018,379.9469909667969,387.7160034179688,369.8160095214844,383.2319946289062,1210680064,0.04670798406019695,391.1145673479353,540.7236684163412,0.007066206359080285,0.2434773288439955,High,TRUE
4/6/2018,382.7309875488281,385.1950073242188,366.9110107421875,370.2850036621094,967105984,0.04937817195188312,387.6345694405692,527.9721354166667,-0.03378369,0.22290355677154583,High,FALSE
