Date,Open_BTC-USD,High_BTC-USD,Low_BTC-USD,Close_BTC-USD,Volume_BTC-USD,Volatility,MA_7,MA_30,Daily_Return,Sentiment_Score,Sentiment_Category,Price_Up
9/17/2014,465.864013671875,468.1740112304688,452.4219970703125,457.3340148925781,21056800,0.0344431283202415,417.4625723702567,384.1128011067709,-0.071925576,0.06436249999999999,Neutral,FALSE
9/18/2014,456.8599853515625,456.8599853515625,413.10400390625,424.4400024414062,34483200,0.1030910875356359,417.4625723702567,384.1128011067709,-0.071925576,0.031227272727272715,Neutral,FALSE
9/19/2014,424.1029968261719,427.8349914550781,384.5320129394531,394.7959899902344,37919700,0.1096844436456818,417.4625723702567,384.1128011067709,-0.069842645,0.11977499999999999,Neutral,FALSE
9/20/2014,394.6730041503906,423.2959899902344,389.8829956054688,408.9039916992188,36863600,0.08171354416452717,417.4625723702567,384.1128011067709,0.03573491642945359,0.11224444444444444,Neutral,TRUE
9/21/2014,408.0849914550781,412.4259948730469,393.1809997558594,398.8210144042969,26580100,0.04825471683314628,417.4625723702567,384.1128011067709,-0.024658545,0.53715,High,FALSE
9/22/2014,399.1000061035156,406.9159851074219,397.1300048828125,402.1520080566406,24127600,0.02433403297399694,417.4625723702567,384.1128011067709,0.008352101649706567,0.0029000000000000137,Neutral,TRUE
9/23/2014,402.0920104980469,441.5570068359375,396.1969909667969,435.7909851074219,45099500,0.1040866319388398,417.4625723702567,384.1128011067709,0.08364741783421215,0.31735555555555556,High,TRUE
9/24/2014,435.7510070800781,436.1119995117188,421.1319885253906,423.2049865722656,30627700,0.03539658430695317,412.5869968959263,384.1128011067709,-0.028880814,-0.04328,Neutral,FALSE
9/25/2014,423.156005859375,423.5199890136719,409.4679870605469,411.5740051269531,26814400,0.03414210270347505,410.7489972795759,384.1128011067709,-0.027483092,0.06985,Neutral,FALSE
9/26/2014,411.4289855957031,414.93798828125,400.0090026855469,404.4249877929688,21460800,0.03691410285297578,412.1245683942522,384.1128011067709,-0.017369944,0,Neutral,FALSE
9/27/2014,403.5559997558594,406.6229858398438,397.3720092773438,399.5199890136719,15029300,0.02315522831620679,410.7839965820312,384.1128011067709,-0.012128328,0.0593,Neutral,FALSE
9/28/2014,399.4710083007812,401.0169982910156,374.3320007324219,377.1809997558594,23613300,0.07074852014249482,407.6925659179688,384.1128011067709,-0.055914572,0.5210125,High,FALSE
9/29/2014,376.9280090332031,385.2109985351562,372.239990234375,375.4670104980469,32497700,0.03454633280184989,403.8804234095982,384.1128011067709,-0.004544209,0.1573571428571429,Neutral,FALSE
9/30/2014,376.0880126953125,390.9769897460938,373.4429931640625,386.9440002441406,34707300,0.04531404175014552,396.9022827148438,384.1128011067709,0.03056723873255818,0.2966526315789474,High,TRUE
10/1/2014,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,26229400,0.02762926187259234,391.2465689522879,384.1128011067709,-0.008603338,0.0803,Neutral,FALSE
10/2/2014,383.9880065917969,385.4970092773438,372.9460144042969,375.0719909667969,21777700,0.03346289559157726,386.0319955008371,384.1128011067709,-0.022269722,0.09433333333333332,Neutral,FALSE
10/3/2014,375.1809997558594,377.6950073242188,357.8590087890625,359.5119934082031,30901200,0.05517478943361365,379.6158534458705,384.1128011067709,-0.041485363,0.008599999999999977,Neutral,FALSE
10/4/2014,359.8919982910156,364.4869995117188,325.885986328125,328.8659973144531,47236500,0.1173761151922451,369.5224260602678,384.1128011067709,-0.085243321,0.17508333333333334,Neutral,FALSE
10/5/2014,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,83308096,0.1638170518331303,361.4265703473772,384.1128011067709,-0.025408487,0,Neutral,FALSE
10/6/2014,320.3890075683594,345.1340026855469,302.5599975585938,330.0790100097656,79011800,0.1289812555051395,354.9425702776228,384.1128011067709,0.02985554258083245,0,Neutral,TRUE
10/7/2014,330.5840148925781,339.2470092773438,320.4819946289062,336.18701171875,49199900,0.05581719101074672,347.6915719168527,384.1128011067709,0.01850466562173603,0,Neutral,TRUE
10/8/2014,336.1159973144531,354.364013671875,327.18798828125,352.9400024414062,54736300,0.07699899473746012,343.3094308035714,384.1128011067709,0.04983235561959054,0.15843333333333334,Neutral,TRUE
10/9/2014,352.7479858398438,382.7260131835938,347.68701171875,365.0260009765625,83641104,0.09599042635621341,341.8742893763951,384.1128011067709,0.0342437764253225,0.19103636363636364,Neutral,TRUE
10/10/2014,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,43665700,0.06113466755978225,342.1671491350447,384.1128011067709,-0.009489706,0.3706,High,FALSE
10/11/2014,361.3619995117188,367.1910095214844,355.9509887695312,362.2990112304688,13345200,0.03102415519650172,346.9432939801897,384.1128011067709,0.002038376510340001,0.43445999999999996,High,TRUE
10/12/2014,362.6059875488281,379.4330139160156,356.1440124511719,378.5490112304688,17552800,0.06152176012596927,355.2345799037388,384.1128011067709,0.04485245473017008,-0.3818,Low,TRUE
10/13/2014,377.9209899902344,397.2260131835938,368.8970031738281,390.4140014648438,35221400,0.07256146015120994,363.8538643973214,384.1128011067709,0.03134333965318792,0.019720000000000005,Neutral,TRUE
10/14/2014,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,38491500,0.05082443976373409,373.0942905970982,384.1128011067709,0.02678181011211822,0.1546375,Neutral,TRUE
10/15/2014,400.9549865722656,402.2269897460938,388.7659912109375,394.7730102539062,25267100,0.03409807201991492,379.0704345703125,384.1128011067709,-0.015209382,0.3084,High,FALSE
10/16/2014,394.5180053710938,398.8070068359375,373.0700073242188,382.5559997558594,26990000,0.06727642365599704,381.5747201102121,384.1128011067709,-0.030946924,0.30716666666666664,High,FALSE
10/17/2014,382.7560119628906,385.4779968261719,375.3890075683594,383.7579956054688,13600700,0.02628997798963052,384.7455749511719,381.6602671305338,0.003142012804338457,0.48856,High,TRUE
10/18/2014,383.9760131835938,395.1579895019531,378.9710083007812,391.4419860839844,11416800,0.04135218442739812,388.9088570731027,380.5603332519531,0.0200230107685242,0.17975,Neutral,TRUE
10/19/2014,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,5914570,0.01920696097807044,390.4798540387835,380.3853332519531,-0.00484362,0.10808333333333332,Neutral,FALSE
10/20/2014,389.2309875488281,390.0840148925781,378.2520141601562,382.8450012207031,16419000,0.03090545963691714,389.3985682896205,379.5167002360026,-0.017202048,0.2010166666666667,High,FALSE
10/21/2014,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,14188900,0.03056337671163161,387.3421412876674,379.1051666259766,0.009481656731152865,0.064,Neutral,TRUE
